"movie_title","director_name","duration","actor_1_name","actor_2_name","actor_3_name","language","gross","budget","movie_facebook_likes","country","imdb_score","plot_keywords","genres_1","genres_2","genres_3","profit","returnOnInvesement"
"TRON: Legacy ","Joseph Kosinski",125,"Jeff Bridges","Olivia Wilde","James Frain","English",172051787,1.7e+08,30000,"USA",6.8,"arcade|bridge|disappearance|escape|warrior","Action","Adventure","Sci-Fi",2051787,1.20693352941176
"A Night at the Roxbury ","John Fortenberry",82,"Will Ferrell","Chris Kattan","Dan Hedaya","English",30324946,1.7e+07,0,"USA",6.2,"1990s|bar|car accident|nightclub|whipped cream","Comedy","Music","Romance",13324946,78.3820352941176
"Beastly ","Daniel Barnz",86,"Alex Pettyfer","Mary-Kate Olsen","Erik Knudsen","English",27854896,1.7e+07,16000,"USA",5.6,"love|maid|newscaster|student|tutor","Drama","Fantasy","Romance",10854896,63.8523294117647
"The Hills Have Eyes ","Alexandre Aja",108,"Dan Byrd","Greg Nicotero","Vinessa Shaw","English",41777564,1.5e+07,0,"USA",6.4,"desert|horror movie remake|murder of family|rape|slasher","Horror",NA,NA,26777564,178.517093333333
"Dickie Roberts: Former Child Star ","Sam Weisman",98,"Kevin Grevioux","Jenna Boyd","Mary McCormack","English",22734486,1.7e+07,320,"USA",5.6,"dental braces|dental headgear|former child star|panties|white panties","Comedy",NA,NA,5734486,33.7322705882353
"McFarland, USA ","Niki Caro",129,"Morgan Saylor","Valente Rodriguez","Diana Maria Riva","English",44469602,1.7e+07,21000,"USA",7.4,"coach|high school|place name in title|school|student","Biography","Drama","Sport",27469602,161.585894117647
"Lottery Ticket ","Erik White",99,"Brandon T. Jackson","Loretta Devine","Shad Moss","English",24708699,2e+07,0,"USA",4.9,"block party|eurocopter ec120 colibri|fortune cookie|lottery ticket|reverend","Comedy",NA,NA,4708699,23.543495
"ATL ","Chris Robinson",105,"T.I.","Adam Boyer","Malika","English",21160089,2e+07,874,"USA",6,"high school|rollerskating rink|spelman college|twin|voice over narration","Comedy","Crime","Drama",1160089,5.800445
"Pitch Perfect ","Jason Moore",112,"Anna Kendrick","Hana Mae Lee","Ben Platt","English",64998368,1.7e+07,36000,"USA",7.2,"a cappella|competition|dj|female protagonist|lesbian","Comedy","Music","Romance",47998368,282.343341176471
"Summer Catch ","Michael Tollin",108,"Marc Blucas","Brian Dennehy","Bruce Davison","English",19693891,3.4e+07,476,"USA",4.9,"baseball|baseball player|night|rivalry|summer","Comedy","Drama","Romance",-14306109,-42.0767911764706
"A Simple Plan ","Sam Raimi",121,"Gary Cole","Bridget Fonda","Chelcie Ross","English",16311763,1.7e+07,0,"UK",7.5,"bag of money|found money|minnesota|screenplay adapted by author|snow","Crime","Drama","Thriller",-688237,-4.04845294117647
"They ","Robert Harmon",89,"Alexander Gould","Ethan Embry","Marc Blucas","English",12693621,1.7e+07,814,"USA",4.8,"darkness|friend|kiss|nightmare|suicide","Horror","Mystery","Thriller",-4306379,-25.3316411764706
"Larry the Cable Guy: Health Inspector ","Trent Cooper",89,"Thomas F. Wilson","Larry the Cable Guy","Megyn Price","English",15655665,4e+06,110,"USA",3.1,"diner|food poisoning|health inspector|restaurant|undercover","Comedy","Romance",NA,11655665,291.391625
"The Adventures of Elmo in Grouchland ","Gary Halvorson",73,"Vanessa Williams","Kevin Clash","Caroll Spinney","English",11634458,1.7e+07,339,"USA",5.8,"based on tv series|blanket|box office flop|rescue|sesame street","Adventure","Comedy","Family",-5365542,-31.5620117647059
"Brooklyn's Finest ","Antoine Fuqua",132,"Don Cheadle","Lili Taylor","Armando Riesco","English",27154426,1.7e+07,4000,"USA",6.7,"catholic|corrupt cop|new york city|police detective|police officer killed","Crime","Drama","Thriller",10154426,59.7319176470588
"55 Days at Peking ","Nicholas Ray",154,"Ava Gardner","David Niven","John Ireland","English",25517500,9e+06,419,"USA",6.8,"ambassador|boxer rebellion|china|colonialism|peking china","Action","Adventure","Drama",16517500,183.527777777778
"Evil Dead ","Fede Alvarez",96,"Lou Taylor Pucci","Elizabeth Blackmore","Ellen Sandweiss","English",54239856,1.7e+07,70000,"USA",6.5,"book of the dead|demon|h.p. lovecraft|lesbian kiss|promise","Horror",NA,NA,37239856,219.057976470588
"My Life in Ruins ","Donald Petrie",98,"Nia Vardalos","Harland Williams","Rachel Dratch","English",8662318,1.7e+07,0,"USA",5.9,"greece|greek|tour bus|tour guide|tourist","Comedy","Romance",NA,-8337682,-49.0451882352941
"American Dreamz ","Paul Weitz",107,"Judy Greer","Dennis Quaid","Chris Klein","English",7156725,1.9e+07,300,"USA",5.5,"chief of staff|contest|president|singing|terrorist","Comedy","Music",NA,-11843275,-62.3330263157895
"Superman IV: The Quest for Peace ","Sidney J. Furie",134,"Jim Broadbent","Margot Kidder","William Hootkins","English",15681020,1.7e+07,1000,"UK",3.6,"box office flop|dc comics|hair|nuclear disarmament|superman","Action","Adventure","Family",-1318980,-7.75870588235294
"How She Move ","Ian Iqbal Rashid",94,"DeRay Davis","Clé Bennett","Conrad Coates","English",7070459,2e+07,238,"Canada",3.3,"dance|dance contest|loss of sister|step dancing|teenager","Drama",NA,NA,-12929541,-64.647705
"Running Scared ","Wayne Kramer",122,"Paul Walker","Chazz Palminteri","Ivana Milicevic","English",6855137,1.7e+07,0,"Germany",7.4,"adult child friendship|corrupt cop|fistfight|gangster|thug","Action","Crime","Drama",-10144863,-59.6756647058823
"Bobby Jones: Stroke of Genius ","Rowdy Herrington",128,"Aidan Quinn","Jeremy Northam","Paul Freeman","English",2694071,2e+07,352,"USA",6.7,"colon in title|competition|five word title|golf|temper","Biography","Drama","Romance",-17305929,-86.529645
"Shanghai Surprise ","Jim Goddard",97,"Victor Wong","Paul Freeman","Clyde Kusatsu","English",2315683,1.7e+07,154,"UK",3,"china|missionary|opium|villain|year 1937","Adventure","Crime","Drama",-14684317,-86.3783352941176
"The Illusionist ","Neil Burger",110,"Rufus Sewell","Eddie Marsan","Jake Wood","English",39825798,1.6e+07,15000,"USA",7.6,"duchess|illusionist|magician|prince|supernatural power","Drama","Mystery","Romance",23825798,148.9112375
"Roar ","Noel Marshall",102,"Tippi Hedren","Melanie Griffith","Zakes Mokae","English",2e+06,1.7e+07,0,"USA",6.4,"chase|dead man|jungle|killing a lion|killing a tiger","Adventure","Horror","Thriller",-1.5e+07,-88.2352941176471
"Veronica Guerin ","Joel Schumacher",98,"Brenda Fricker","David Murray","Gerard McSorley","English",1569918,1.7e+07,0,"Ireland",6.9,"criminal|drug lord|gunshot|irish|journalist","Biography","Crime","Drama",-15430082,-90.7651882352941
"Escobar: Paradise Lost ","Andrea Di Stefano",120,"Josh Hutcherson","Brady Corbet","Carlos Bardem","English",106869,1.7e+07,0,"France",6.6,"colombia|dream|love|surfer|village","Crime","Drama","Romance",-16893131,-99.3713588235294
"Southland Tales ","Richard Kelly",160,"Janeane Garofalo","Curtis Armstrong","Chris Andrew Ciulla","English",273420,1.7e+07,0,"France",5.5,"amnesia|boxer|conspiracy|police|porn star","Comedy","Mystery","Sci-Fi",-16726580,-98.3916470588235
"Dragon Hunters ","Guillaume Ivernel",80,"Rob Paulsen","Jess Harnell","Mary Mouser","French",25517500,1.1e+07,0,"France",6.6,"cgi film|computer animation|dragon|hunter","Adventure","Animation","Family",14517500,131.977272727273
"Damnation Alley ","Jack Smight",91,"George Peppard","Jan-Michael Vincent","Paul Winfield","English",25517500,1.7e+07,903,"USA",5.2,"cockroach|desert|ghost town|giant spider|travel","Sci-Fi",NA,NA,8517500,50.1029411764706
"The Apparition ","Todd Lincoln",83,"Julianna Guill","Rick Gomez","Tim Williams","English",4930798,1.7e+07,0,"USA",4.1,"e mail|evil spirit|experiment|fear|supernatural","Horror","Thriller",NA,-12069202,-70.9953058823529
"My Girl ","Howard Zieff",102,"Macaulay Culkin","Jamie Lee Curtis","Griffin Dunne","English",59847242,16500000,0,"USA",6.8,"best friend|funeral|girl|overalls|summer","Comedy","Drama","Family",43347242,262.710557575758
"Fur: An Imaginary Portrait of Diane Arbus ","Steven Shainberg",122,"Robert Downey Jr.","Ty Burrell","Matt Servitto","English",220914,16800000,0,"USA",6.5,"character name in title|diane arbus|male full frontal nudity|photographer|pubic hair","Biography","Drama","Romance",-16579086,-98.6850357142857
"The Illusionist ","Neil Burger",110,"Rufus Sewell","Eddie Marsan","Jake Wood","English",39825798,1.6e+07,15000,"USA",7.6,"duchess|illusionist|magician|prince|supernatural power","Drama","Mystery","Romance",23825798,148.9112375
"Wall Street ","Oliver Stone",126,"Hal Holbrook","Tamara Tunie","James Karen","English",43848100,1.5e+07,0,"USA",7.4,"1980s|argument|critique of capitalism|f word|fired from the job","Crime","Drama",NA,28848100,192.320666666667
"Sense and Sensibility ","Ang Lee",136,"Alan Rickman","Kate Winslet","Tom Wilkinson","English",42700000,16500000,0,"USA",7.7,"1810s|female protagonist|horseback riding|inheritance|three word title","Drama","Romance",NA,26200000,158.787878787879
"Becoming Jane ","Julian Jarrold",120,"Anne Hathaway","Julie Walters","Laurence Fox","English",18663911,16500000,0,"UK",7.1,"country estate|jane austen|lady|love|writing","Biography","Drama","Romance",2163911,13.1146121212121
"Sydney White ","Joe Nussbaum",108,"Danny Strong","Matt Long","Samm Levine","English",11702090,16500000,0,"USA",6.3,"college|college girl|female protagonist|sorority|sorority house","Comedy","Romance",NA,-4797910,-29.0782424242424
"House of Sand and Fog ","Vadim Perelman",126,"Frances Fisher","Kim Dickens","Ron Eldard","English",13005485,1.5e+07,0,"USA",7.6,"auction|home|house|iranian|marriage","Drama",NA,NA,-1994515,-13.2967666666667
"Dead Poets Society ","Peter Weir",128,"Robin Williams","Josh Charles","Kurtwood Smith","English",95860116,16400000,23000,"USA",8,"education|english teacher|poet|professor|student","Comedy","Drama",NA,79460116,484.512902439024
"Dumb & Dumber ","Peter Farrelly",113,"Lauren Holly","Mike Starr","Teri Garr","English",127175354,1.6e+07,0,"USA",7.3,"briefcase full of money|character repeating someone else's dialogue|character says i love you|friendship|reference to cinderella","Comedy",NA,NA,111175354,694.8459625
"When Harry Met Sally... ","Rob Reiner",89,"Bruno Kirby","Gretchen Palmer","Harley Jane Kozak","English",92823600,1.6e+07,0,"USA",7.6,"friendship|love|male female friendship|new york|sex","Comedy","Drama","Romance",76823600,480.1475
"The Verdict ","Sidney Lumet",129,"Charlotte Rampling","James Mason","Jack Warden","English",5.4e+07,1.6e+07,0,"USA",7.8,"archdiocese|court|hospital|lawyer|malpractice","Drama",NA,NA,3.8e+07,237.5
"Road Trip ","Todd Phillips",94,"Ethan Suplee","Rachel Blanchard","Paulo Costanzo","English",68525609,15600000,0,"USA",6.5,"blonde|college|friend|highway travel|road trip","Comedy",NA,NA,52925609,339.266724358974
"Varsity Blues ","Brian Robbins",106,"Paul Walker","Ron Lester","Mark Walters","English",52885587,1.6e+07,0,"USA",6.4,"coach|coyote|popularity|quarterback|texas","Comedy","Drama","Romance",36885587,230.53491875
"The Artist ","Michel Hazanavicius",100,"Bérénice Bejo","Ed Lauter","Beth Grant","English",44667095,1.5e+07,30000,"France",8,"1920s|jack russell terrier|modern silent movie|movie star|movie studio","Comedy","Drama","Romance",29667095,197.780633333333
"The Unborn ","David S. Goyer",89,"Gary Oldman","Atticus Shaffer","Rachel Brosnahan","English",42638165,1.6e+07,0,"USA",4.8,"babysitting|experiment|nightmare|possession|twin","Drama","Fantasy","Horror",26638165,166.48853125
"Moonrise Kingdom ","Wes Anderson",94,"Bruce Willis","Bill Murray","Bob Balaban","English",45507053,1.6e+07,71000,"USA",7.8,"1960s|boy scouts|boy scouts camp|coming of age|young love","Adventure","Comedy","Drama",29507053,184.41908125
"The Texas Chainsaw Massacre: The Beginning ","Jonathan Liebesman",83,"Matt Bomer","Jordana Brewster","Lew Temple","English",39511038,1.6e+07,0,"USA",5.9,"cannibal|car accident|leatherface|psychopath|slaughterhouse","Horror",NA,NA,23511038,146.9439875
"The Young Messiah ","Cyrus Nowrasteh",111,"Clive Russell","Vincent Walsh","Finn Ireland","English",6462576,18500000,0,"USA",5.4,"based on novel","Drama",NA,NA,-12037424,-65.0671567567568
"The Master of Disguise ","Perry Andelin Blake",80,"Jennifer Esposito","Kenan Thompson","James Brolin","English",40363530,1.6e+07,1000,"USA",3.3,"disguise|mask|master of disguise|restaurant|waiter","Comedy","Family",NA,24363530,152.2720625
"Pan's Labyrinth ","Guillermo del Toro",112,"Ivana Baquero","Maribel Verdú","Sergi López","Spanish",37623143,13500000,27000,"Spain",8.2,"fairy|fairy tale|faun|princess|spain","Drama","Fantasy","War",24123143,178.689948148148
"The Messengers ",NA,60,"Joel Courtney","Jessika Van","Riley Smith","English",25517500,2e+07,0,"USA",6.6,NA,"Drama","Fantasy","Mystery",5517500,27.5875
"See Spot Run ","John Whitesell",94,"Leslie Bibb","Angus T. Jones","Paul Sorvino","English",33357476,3.5e+07,393,"USA",5.4,"boy|fbi|mailman|van|witness protection","Action","Comedy","Crime",-1642524,-4.69292571428571
"Baby Boy ","John Singleton",130,"Mo'Nique","Snoop Dogg","Angell Conwell","English",28734552,1.6e+07,1000,"USA",6.4,"cartoon on tv|family relationships|physical abuse|single parent|two word title","Crime","Drama","Romance",12734552,79.59095
"The Roommate ","Christian E. Christiansen",91,"Leighton Meester","Danneel Ackles","Frances Fisher","English",37300107,1.6e+07,0,"USA",4.8,"animal abuse(non graphic)|cat killer|college|dead cat|death of cat","Drama","Horror","Thriller",21300107,133.12566875
"Joe Dirt ","Dennie Gordon",91,"Brittany Daniel","Erik Per Sullivan","Fred Ward","English",27087695,17700000,0,"USA",5.9,"first part|grand canyon|highway travel|indian|janitor","Adventure","Comedy","Drama",9387695,53.0378248587571
"Double Impact ","Sheldon Lettich",110,"Bolo Yeung","Alonna Shaw","Kamel Krifa","English",30102717,1.5e+07,0,"USA",5.5,"boat|hong kong|murder|tunnel|twins","Action","Crime",NA,15102717,100.68478
"Hot Fuzz ","Edgar Wright",121,"Bill Bailey","Joe Cornish","Billie Whitelaw","English",23618786,8e+06,17000,"UK",7.9,"accident|conspiracy|police|police officer|village","Action","Comedy","Mystery",15618786,195.234825
"The Women ","Diane English",114,"Jada Pinkett Smith","Debi Mazar","Debra Messing","English",26896744,16500000,0,"USA",4.9,"beauty salon|divorce|fashion|new york|perfume","Comedy","Drama",NA,10396744,63.0105696969697
"Vicky Cristina Barcelona ","Woody Allen",96,"Scarlett Johansson","Kevin Dunn","Christopher Evan Welch","English",23213577,15500000,14000,"Spain",7.2,"art|artist|painter|sex|summer","Drama","Romance",NA,7713577,49.7650129032258
"Arn: The Knight Templar ","Peter Flinth",270,"Gustaf Skarsgård","Michael Nyqvist","Vincent Perez","Swedish",25517500,2.5e+07,0,"Sweden",6.6,"first part|holy land|knight templar|monastery|sword and shield","Action","Adventure","Drama",517500,2.07
"Bad Moms ","Jon Lucas",100,"Mila Kunis","Jay Hernandez","Jada Pinkett Smith","English",55461307,2e+07,18000,"USA",6.7,"lesbian kiss|mom|pta|reference to mad max|scene during end credits","Comedy",NA,NA,35461307,177.306535
"Boys and Girls ","Robert Iscove",94,"Alyson Hannigan","Amanda Detmer","Tsianina Joelson","English",20627372,1.6e+07,487,"USA",5.3,"best friend|break up|friendship|graduation|male in underwear","Comedy","Drama","Romance",4627372,28.921075
"White Oleander ","Peter Kosminsky",109,"Patrick Fugit","Cole Hauser","Marc Donato","English",16346122,1.6e+07,0,"USA",7.2,"california|foster home|love|oleander|prison","Drama",NA,NA,346122,2.1632625
"Jennifer's Body ","Karyn Kusama",107,"J.K. Simmons","Amy Sedaris","Cynthia Stevenson","English",16204793,1.6e+07,6000,"USA",5.1,"cannibalism|cheerleader|condom|hook for hand|satanic ritual","Comedy","Fantasy","Horror",204793,1.27995625
"Drowning Mona ","Nick Gomez",96,"Will Ferrell","Jamie Lee Curtis","Tracey Walter","English",15427192,1.6e+07,492,"USA",5.6,"crying woman|plot|suspect|waitress|younger man older woman relationship","Comedy","Crime","Mystery",-572808,-3.58005
"Radio Days ","Woody Allen",88,"Mike Starr","Don Pardo","Julie Kavner","English",14792779,1.6e+07,0,"USA",7.6,"beach|cigarette girl|radio|woman holding a baby|working class","Comedy",NA,NA,-1207221,-7.54513125
"Left Behind ","Vic Armstrong",110,"Nicolas Cage","Lea Thompson","Quinton Aaron","English",13998282,1.6e+07,31000,"USA",3.1,"bible quote|chaos|faith|riot|shrine","Action","Drama","Fantasy",-2001718,-12.5107375
"Remember Me ","Allen Coulter",113,"Robert Pattinson","Lena Olin","Ruby Jerins","English",19057024,1.6e+07,24000,"USA",7.2,"binge drinking|new york|new york city|september 11 2001|suicide","Drama","Romance",NA,3057024,19.1064
"How to Deal ","Clare Kilner",101,"Dylan Baker","Alexandra Holden","Trent Ford","English",14108518,1.6e+07,371,"USA",5.7,"best friend|high school|mother|sister|wedding","Comedy","Drama","Romance",-1891482,-11.8217625
"My Stepmother Is an Alien ","Richard Benjamin",105,"Jon Lovitz","Alyson Hannigan","Tony Jay","English",13854000,2e+07,818,"USA",5.2,"alien|earth|female alien|mission|secret","Comedy","Romance","Sci-Fi",-6146000,-30.73
"Philadelphia ","Jonathan Demme",125,"Denzel Washington","Tom Hanks","Jason Robards","English",77324422,2.6e+07,0,"USA",7.7,"aids|city name in title|gay|homophobia|lawyer","Drama",NA,NA,51324422,197.401623076923
"The Thirteenth Floor ","Josef Rusnak",100,"Gretchen Mol","Craig Bierko","Brad William Henke","English",15500000,1.6e+07,0,"Germany",7,"amnesia|barricade|letter|time|virtual reality","Mystery","Sci-Fi","Thriller",-5e+05,-3.125
"The Cookout ","Lance Rivera",97,"Farrah Fawcett","Vincent Pastore","Jenifer Lewis","English",11540112,2e+07,177,"USA",3.6,"flatulence|interracial marriage|marriage","Comedy",NA,NA,-8459888,-42.29944
